BatteryPower,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,NumberofSeats,Drive,PriceinSwitzerland
58,9.1,230,393,181,582,2,2,41014.3125
84,6.6,216,205,250,739,3,3,63060.505
79,12.9,118,327,201,387,5,2,49223.4075
67,9.6,190,204,198,647,4,3,47979.315
56,9.8,135,564,237,6,4,1,41209.215
10,10,274,353,209,847,4,2,46212.8175
97,11.1,138,417,190,393,3,3,48820.6725
102,9.6,163,336,193,922,4,1,48858.3775
77,9.1,279,508,195,182,4,1,59075.1375
67,6.3,177,192,233,564,5,2,55593.25
70,3.4,182,373,204,412,1,2,72102.0325
21,8,183,185,187,523,3,1,34490.8125
83,10.8,211,297,206,391,1,1,55981.8825
36,7.1,178,180,180,619,2,1,33102.4966666667
87,5.2,124,296,193,405,4,1,60307.7025
98,8,117,249,218,338,4,2,53759.2275
27,6.4,168,565,182,184,2,1,39561.5275
49,9,232,357,164,402,1,3,32556.3125
53,12.1,150,469,189,743,4,1,36902.7
40,6.1,165,283,187,615,2,3,41909.475
90,7.8,145,465,216,269,1,1,53299.9975
144,4.3,155,396,163,344,1,3,74707.0633333333
73,5.2,157,594,176,573,4,1,57421.3391666667
53,6.2,163,291,185,166,4,3,43278.925
108,2.6,219,309,183,462,1,1,108520.615
87,8.4,245,265,126,661,3,3,54753.8866666667
65,9.2,125,483,162,146,2,3,38278.6427083333
46,7.1,235,457,193,400,3,1,41871.870625
123,12.1,179,374,169,815,3,2,47915.3675
61,5.5,143,277,184,471,3,3,43427.0010416667
94,6.8,128,543,224,372,2,1,61203.245
48,8.2,143,293,203,566,3,3,38418.615625
77,8.8,194,405,161,468,5,2,42719.7925
83,9.5,242,422,223,586,1,2,57418.17
84,9.3,168,477,198,1073,1,1,47427.3225
53,10.1,193,360,193,530,3,3,40037.9875
75,8.6,171,155,194,438,4,3,47511.8575
69,10.1,169,318,215,828,3,3,47813.125
138,6,115,205,173,449,1,3,59704.08375
106,10.1,146,195,182,774,3,1,48856.5
139,1.2,86,433,185,427,1,3,103570.0975
91,5.5,204,320,117,506,3,1,60587.8325
59,6.6,241,599,192,845,3,2,48940.735
72,6.5,156,316,236,522,5,3,55944.8625
58,5.5,179,484,163,853,5,3,40063.7933333333
41,3.6,209,201,171,842,1,2,56653.4534523809
42,6.3,193,402,249,826,2,2,47122.165
97,13.9,242,432,173,483,3,1,55240.1075
40,4.6,221,201,253,246,5,2,61340.025
67,8.3,155,451,152,778,3,3,40435.4020833333
81,6.1,188,337,181,418,3,3,57288.3725
59,8.8,220,313,203,294,1,1,40329.7375
45,10.4,262,506,168,58,5,2,40387.9058333333
35,14.7,271,420,186,62,1,2,46279.2425
41,3,160,470,191,1336,4,2,91687.8325
71,9.5,242,266,141,797,2,1,51416.74625
63,8.2,195,373,237,860,1,2,43690.7325
32,5.6,151,497,163,99,4,1,34288.4754166667
30,3.1,177,143,175,331,3,2,87731.015
11,3.6,194,304,199,746,2,2,58181.3325
131,11.8,126,290,201,159,2,3,54942.4975
81,5.6,193,288,211,1224,3,1,61060.345
51,7.3,224,382,199,834,1,2,42534.58
141,5.3,169,405,166,674,2,1,60848.3133333333
121,10.6,203,501,210,751,2,3,56930.65
57,12.4,257,372,219,278,3,3,50034.9
81,6.1,176,610,187,448,2,3,59863.625
95,5.7,123,309,185,470,5,2,55866.4
52,3.5,156,370,149,345,2,2,54653.1275595238
43,3.7,244,592,218,861,3,2,64883.455
57,6.6,137,332,153,579,2,2,37772.7314583333
114,3.1,240,238,241,793,5,1,115761.2375
93,4.9,118,437,218,334,4,3,65127.88
84,7.4,176,515,152,592,1,2,45432.6666666667
85,6.7,234,472,201,488,1,2,63305.8625
48,9.5,231,398,123,359,3,3,32502.6360416667
58,8.7,237,419,148,537,1,3,36577.1485119048
40,7.8,179,347,195,836,2,3,39482.6625
112,7.6,187,540,187,539,1,1,50716.0275
75,7.3,217,406,177,689,5,2,45328.35
86,7.1,83,424,174,400,4,1,45288.2925
107,4.5,182,331,171,680,2,3,75385.725
45,5.8,179,351,220,64,5,3,44051.325
39,8,228,547,155,866,1,1,36424.02625
53,7.7,290,235,162,484,5,3,43985.4627380952
118,7.5,216,545,180,460,5,3,53536
73,12.2,105,153,156,473,1,3,44307.528125
68,4.8,120,513,199,136,4,3,59689.4125
58,12.1,119,383,141,895,5,1,32618.2847619048
50,8.3,174,366,212,287,2,2,40078.1375
2,5.9,260,217,174,94,2,1,45313.4825
92,8.9,189,603,153,201,2,1,48983.68
115,9.3,113,313,193,1117,5,3,50139.3525
101,6.5,150,401,205,561,4,2,60150.805
59,12.2,132,470,193,106,4,1,38055.3625
118,5.2,177,375,216,84,5,1,64872.0125
49,10,217,320,199,500,4,1,40343.475
55,11.4,250,280,194,165,2,3,49318.4925
78,4.4,182,293,211,824,4,3,74223.93
56,4.3,165,282,147,101,4,1,54017.3841666667
30,5.3,158,340,200,308,5,3,39336.775
56,7.2,152,408,259,561,2,1,42067.6625
37,5.3,136,166,196,444,2,3,40549.5022916667
32,7.8,181,185,176,46,3,1,29244.55
77,8.3,184,229,232,798,1,3,49123.2875
68,9.3,153,154,216,839,3,1,47744.8825
73,13.7,139,393,186,586,2,2,44264.2825
70,4.9,189,358,160,648,3,3,57297.9241666667
72,9,139,410,192,246,1,3,47066.2825
29,5.7,162,260,219,967,5,1,39655.3875
106,7.7,259,388,179,877,5,1,62921.5125
51,5.6,237,329,124,389,2,3,41623.7242261905
117,13.9,171,368,164,301,3,2,49476.97125
59,2.2,194,375,210,465,5,3,93928.7
86,7.7,242,198,189,569,3,3,57241.4125
105,9.3,162,334,216,82,5,1,55145.15
4,10.4,213,262,250,158,5,2,38864.6375
112,7.1,144,392,197,762,1,2,47597.6375
118,8.9,160,253,216,565,4,2,52029.71
92,10.2,214,335,221,362,3,3,55959.6075
74,2.7,175,309,250,371,1,2,102369.6125
48,4.2,179,443,213,379,5,2,60244.2558333333
78,4.6,159,497,175,166,3,3,68419.11
81,6.6,114,274,231,788,5,3,56652.195
79,5.1,121,143,245,181,4,1,65739.41
65,5.4,161,453,175,809,1,1,52712.8891666667
16,7.2,122,207,189,407,2,2,31629.840625
57,4.8,191,293,184,234,2,2,46048.1575
93,9.7,198,444,212,169,3,3,56093.16
79,9.7,242,489,236,38,1,2,58651.45
116,3.1,141,375,151,576,2,1,101285.3775
53,7.7,212,474,188,273,5,3,40674.4
1,12.1,124,195,170,422,4,2,23618.0541666667
82,0.6,304,385,192,19,5,2,111677.8625
69,8.1,231,561,196,204,2,2,53917.505
74,1.5,238,177,182,474,2,1,97757.94
57,3.9,83,382,190,542,1,3,57958.025625
20,6.2,159,464,253,615,2,2,43707.23
65,3.9,203,378,142,391,3,1,63134.2441666667
61,9.1,206,522,226,790,3,3,43155.7575
72,7.7,168,303,161,691,4,1,43714.9770833333
85,6.1,188,241,168,864,1,3,57741.68
25,6.8,111,436,155,1151,4,1,32051.3547916667
90,12.2,173,361,209,534,2,3,50360.36
68,8.4,200,443,220,768,3,1,50378.515
108,9.7,172,371,157,616,3,2,45378.9425
40,5.7,147,445,213,1153,3,1,43148.15625
76,4.1,224,367,182,484,1,3,71409.36
32,8.7,105,250,160,915,5,1,28038.1989583333
109,1.6,182,412,236,560,3,3,110728.15
96,12.6,245,487,206,880,5,1,58067.3375
45,5.8,220,389,213,1004,5,1,44158.353125
35,8.7,174,416,183,733,5,1,35629.925
43,7,174,478,186,74,1,3,39854.9625
112,4.3,148,355,146,581,5,3,72756.8283333333
64,4.6,139,341,179,345,1,1,56517.2683333333
50,7.3,135,398,179,282,2,3,34105.7729166667
32,8.7,142,252,179,503,2,2,30182.3625
87,4.5,95,253,195,282,5,3,70707.015
50,4.3,180,301,220,751,5,2,60766.8075
98,5.9,176,549,213,567,2,1,61609.525
31,3.4,201,190,200,592,5,1,57349.5875
50,11,157,505,177,312,2,3,34182.5416666667
43,8.5,167,312,149,636,5,3,34080.7166666667
25,6.8,204,594,209,642,4,2,42071.36
60,2.9,226,235,167,315,2,2,91837.1846428571
66,5.7,149,541,243,333,2,2,60253.3725
33,6.9,106,316,176,381,2,3,28599.496875
60,8.6,217,409,191,625,1,1,41968.175
93,5.7,153,389,209,406,4,1,61045.0925
64,9.5,198,510,203,522,2,2,43368.3825
59,10.5,243,410,147,786,2,2,37643.8064285714
61,6.1,226,275,146,754,5,3,41209.1597619048
29,9.3,193,584,192,525,1,3,37784.8375
55,5.3,134,367,210,776,3,3,44907.060625
80,12.1,275,207,185,78,4,3,63516.6125
76,8.9,215,463,164,423,4,1,45076.8825
52,8.6,245,510,149,581,4,3,38707.0495833333
87,7.4,236,356,199,375,2,3,55481.095
111,9.3,139,241,176,361,1,1,49108.67125
86,5.5,176,362,201,486,1,3,58198.2075
95,7.8,201,281,195,424,3,3,53980.74
37,6.5,165,127,197,693,2,3,40944.3075
60,11.6,118,408,170,68,5,2,29166.8083333333
81,3.9,167,418,135,319,5,3,63876.925
55,7.9,129,633,151,291,3,1,29825.8191666667
54,5.4,144,248,205,578,2,3,44384.2272916667
124,8,167,216,216,767,2,2,51929.355
67,4.4,151,385,166,358,1,2,64607.8491666667
37,8,153,444,140,684,4,2,29185.6604166667
34,7.6,155,517,188,837,5,2,35625.545625
91,9.5,167,232,207,473,1,1,52538.9475
47,3.3,102,440,209,46,3,2,79827.5925
15,3.9,181,398,202,684,5,1,54055.28
67,8.4,183,519,173,302,1,1,44701.0510416667
35,10.2,170,257,247,26,5,1,39875.05
33,4.1,169,382,216,142,2,1,61829.3275
92,10.1,256,464,175,661,3,3,61277.4275
41,9.3,120,594,205,883,1,1,37190.028125
66,6.9,189,499,165,637,3,2,45815.3241666667
107,3.1,165,246,203,437,2,2,107193.49
41,2.1,242,522,209,404,3,1,94557.7775
79,6.8,181,475,254,26,2,1,61310.425
123,7,202,625,187,928,4,1,54995.3475
48,5.8,216,231,192,552,1,3,45142.8075
174,3,175,436,193,414,4,1,104565.5925
76,6.2,147,473,162,669,4,1,54876.05875
71,9.6,254,494,124,451,3,1,55488.7825
90,6.3,228,503,232,91,5,2,65916.325
69,4.2,215,221,162,200,5,2,62485.89875
59,11.8,198,300,180,652,4,2,38287.9375
90,10.3,125,446,180,336,3,3,46397.1225
70,11.5,157,451,146,758,5,2,40699.7195833333
35,6.6,216,368,197,596,3,3,42740.5075
124,5.1,244,412,139,107,1,3,70145.1625
29,6.8,137,346,143,499,5,2,31045.8760416667
69,1.4,261,389,210,581,5,3,105573.865
71,6,252,311,233,293,3,3,71332.225
59,8.9,178,343,157,662,1,2,34769.2693452381
40,6.7,202,394,173,719,1,2,41306.8201190476
67,8,181,454,189,127,5,3,45850.15
95,5.3,222,395,163,390,5,3,56847.8516666667
66,8.7,154,558,224,153,3,2,49383.4
114,6.7,209,468,196,914,3,2,62095.52
48,6,210,312,210,232,2,2,46752.635
74,7.8,88,557,158,633,3,1,41516.7708333333
107,2.6,183,228,183,594,2,3,107190.24
57,9.4,205,206,158,322,2,1,30865.7858333333
71,4,178,369,181,548,1,3,67592.9775
81,6.7,184,520,157,158,4,1,57583.4383333333
38,6.1,135,511,213,750,4,3,44102.300625
5,10.7,184,488,208,398,1,1,33957.5875
145,9.7,263,271,175,604,1,3,63657.04
76,0.7,216,625,242,126,4,1,100621.0625
91,9.3,173,341,177,454,5,2,46491.6375
69,4.2,230,237,160,563,5,1,64838.6675
46,7,245,506,144,60,1,1,35359.94125
72,7.9,112,103,157,197,3,3,44637.6916666667
68,7.7,203,389,148,593,4,1,44915.1325
54,15.2,209,238,169,446,2,2,35037.6683333333
50,8.6,166,316,230,1031,4,1,40706.9
42,3.6,232,239,205,759,4,3,63232.0425
102,7.9,215,536,169,162,1,2,52376.26
13,8.5,113,318,191,500,1,3,33457.990625
6,6.9,162,445,190,283,1,1,35163.0125
104,8.6,136,244,161,549,4,2,46971.1558333333
79,9.6,118,334,204,476,4,3,47852.9775
79,8.7,140,555,176,169,4,1,45998.63375
85,1.6,253,511,145,420,2,3,111815.58
36,5.2,203,328,193,190,2,2,43745.8525
39,6.7,144,336,152,736,2,2,37675.9904166667
33,4.8,159,613,140,365,4,3,37724.3838095238
95,4.9,241,609,182,689,3,1,71050.3525
84,7.6,162,422,210,838,5,3,46745.5325
14,6.9,166,274,265,453,2,2,38216.5575
89,4.3,120,396,184,321,4,3,72705.3375
108,11,246,129,184,115,3,3,67089.1175
99,5.1,238,362,193,646,4,3,68610.375
3,2.2,160,398,203,174,2,1,89972.99
86,4.8,259,249,190,360,3,2,74336.075
76,8.8,105,603,217,602,3,2,46290.1875
61,8.8,182,300,184,465,1,1,39819.1125
62,8.5,189,365,199,324,5,3,41694.6791666667
132,4.6,230,215,151,461,1,2,78802.4625
30,1.7,184,458,191,453,2,3,89154.2825
72,8.6,186,94,224,1015,2,1,49922.4325
72,6.6,210,418,198,632,2,2,57376.595
124,10.2,93,118,200,567,2,2,49746.055
71,7.6,161,277,167,914,5,3,42804.9341666667
14,5.2,171,749,210,584,4,2,42740.46
111,10.7,232,211,200,400,5,2,57805.775
33,10.1,204,354,233,400,3,2,36827.5375
23,9.9,234,488,188,324,4,2,35955.3875
136,6.9,85,232,185,506,4,1,50801.6275
65,4.8,286,136,196,689,2,1,66689.6325
42,9.1,207,439,244,755,5,2,41053.61
102,1.9,141,98,228,761,5,1,113033.0125
37,5.7,109,253,205,712,5,2,38661.3447916667
67,10.1,160,151,202,759,3,2,45222.6
34,10.6,193,385,222,786,1,3,36439.6
23,5,182,516,238,132,4,3,46239.05
48,0.8,60,361,164,559,2,3,86236.8158333334
47,8.2,158,441,138,529,2,2,33728.719375
81,8.8,131,202,170,427,5,3,44771.20625
104,4.9,186,413,212,603,3,1,66153.5075
64,8,142,619,213,337,3,3,41122.225
101,3.9,154,496,194,28,3,3,78222.0825
57,4.1,172,481,248,257,2,2,64848.8425
80,9.3,96,453,189,448,1,1,46472.39
85,10.5,254,397,190,340,3,1,64230.9475
31,4,221,393,170,712,2,2,54594.0466666667
93,11.9,221,306,178,237,3,2,54964.97
68,10.7,219,445,178,826,1,3,48175.87
77,4.9,179,413,167,540,3,3,57885.1866666667
87,6.5,164,354,225,421,4,3,60872.5425
63,8.6,120,566,178,396,1,2,35358.525
94,11.4,274,168,202,696,3,2,66326.3325
81,0.1,148,405,167,769,4,1,99201.0391666667
2,2.6,222,439,181,446,5,3,87167.7
32,9.6,230,409,179,988,4,2,34320.5375
81,7,215,352,240,573,2,2,52868.7475
123,4.6,181,299,160,533,3,1,74216.36
91,14.2,112,355,192,261,2,2,52771.635
22,6.7,176,440,146,559,5,1,32254.8825
104,7.9,161,457,196,683,2,2,47844.3
38,9.2,144,296,173,499,2,1,34005.9497916667
9,9.7,163,221,189,498,2,2,33449.1625
83,9,203,646,172,721,2,2,50018.24
36,6.2,173,375,186,440,4,1,40656.5541666667
41,7,168,553,188,395,4,2,38748.3925
93,9.3,181,369,206,816,3,2,48872.17
57,0.6,160,397,209,839,4,1,94978.59
29,7.9,190,533,156,856,5,1,31152.375952381
72,7,210,563,219,164,3,2,54219.2025
144,7.5,239,252,195,898,5,3,57632.215
81,11.8,161,562,209,665,4,3,48814.015
66,5.4,188,368,173,681,5,1,50500
54,10,115,375,224,342,4,3,36060.5541666667
40,6,240,82,224,532,5,1,43820.290625
49,8,210,497,176,249,4,1,36746.25
40,6.3,183,480,178,732,3,1,42672.1949107143
84,7.2,182,312,153,303,3,3,49527.2579166667
63,9.3,236,456,176,663,3,3,41697.2375
23,5.7,211,501,148,633,4,1,38195.0858333333
60,2.3,153,128,158,723,5,3,84250.5410119048
40,2.4,182,306,191,12,3,2,91686.2375
94,6.9,123,352,213,941,5,2,50192.15
74,13.6,147,178,159,255,2,2,45902.5729166667
21,6.7,282,165,161,475,2,1,43728.8667857143
94,9.1,223,632,205,381,4,1,55882.2675
48,4.5,233,323,204,870,1,2,63903.815
41,10,145,383,221,962,4,1,35875.515625
81,2.9,168,91,209,868,2,3,107517.1025
71,4,246,110,167,548,2,3,76058.6125
51,5.5,227,329,210,325,3,3,48300.5533333333
57,4.5,246,357,181,63,4,1,67134.59
75,8.7,188,367,186,532,2,2,46835.4075
78,10.3,227,341,171,769,1,1,50076.8275
22,5.5,208,407,207,523,2,1,43010.1325
93,10,149,688,210,188,1,2,53541.0475
65,0.9,191,215,148,1010,5,2,88672.4025
107,7.2,182,473,184,757,2,1,48698.305
98,8.4,178,218,194,393,5,1,49914.8
56,4.3,204,192,161,818,1,3,57147.3833333333
2,5.3,156,233,161,479,2,2,33978.6559523809
108,6.4,214,570,152,529,5,1,61335.4541666667
94,5.1,151,536,221,290,2,1,66382.9775
57,2.9,176,302,234,515,4,1,98613.925
43,9.3,181,588,203,182,2,2,40282.35
71,7.3,189,236,214,620,1,1,50880.945
57,9.9,159,491,202,666,1,1,39787.0208333333
67,9.9,90,303,227,419,2,3,48222.4875
74,4.1,166,253,134,887,2,2,65432.6175
82,5.4,196,723,221,2,5,2,63116.575
56,9,153,324,269,438,3,3,43826.7825
37,5.2,193,390,164,497,3,2,38144.0422023809
82,0.5,226,429,206,445,5,2,100511.465
59,4.1,224,288,188,874,1,3,61766.865
60,5.1,207,293,198,785,5,1,43975.125
60,4,159,449,158,504,1,1,55562.94375
100,10.1,187,247,184,660,5,3,48316.7
33,6.5,210,501,200,443,3,1,43569.2141666667
58,8.2,229,318,186,786,3,1,41335.675
91,9.2,200,283,259,589,1,2,56140.6975
86,12.2,97,447,249,126,2,1,54925.285
50,2.3,150,310,163,1041,4,2,87675.62
77,6.3,161,456,142,1027,2,2,54749.0966666667
108,6.5,212,410,200,558,4,1,62946.9925
47,8.4,220,312,225,924,1,3,40343.825
67,5.4,213,322,175,676,5,2,52786.5375
3,8.1,249,182,190,745,1,1,46417.65
65,3.1,133,343,252,597,5,3,97443.85
27,8.9,207,532,177,1,5,3,30375.9875
58,4.3,238,349,266,943,2,3,67575.865
41,4.7,200,369,188,356,4,2,46495.9883333333
60,6.4,162,281,155,382,3,2,36745.3423511905
30,7.5,152,324,203,1169,3,1,35908.565625
41,4.6,212,233,212,912,3,1,63231.3
84,1.9,206,388,174,781,4,3,107127.6775
48,9.6,219,449,130,613,4,3,36203.98125
59,8.9,124,167,234,273,3,1,37359.1125
56,2.1,187,370,219,96,3,2,98020.05
132,9,122,374,175,724,4,3,46700.88
66,9.9,137,129,176,695,2,3,43102.6125
62,4.8,157,343,205,673,3,3,48085.7158333333
66,10.5,216,507,201,1007,3,1,50295.575
34,11.2,120,450,139,669,3,3,28090.6510416667
62,6.5,160,500,219,28,2,3,47727.9225
92,4.8,262,366,135,751,5,2,69571.9016666667
172,5.9,144,190,254,467,1,1,64496.2475
74,4.2,201,212,216,92,4,1,75091.8325
63,5.5,190,581,181,656,3,1,48164.2066666667
87,3.2,218,258,205,809,3,1,104977.6775
11,7.1,196,332,197,713,1,3,37358.675
63,5.2,192,178,219,350,4,3,49073.27
61,11.2,192,328,188,368,3,1,38907.6791666667
67,6,180,407,177,554,5,1,51226.075
29,4.2,190,218,172,679,1,1,53536.4466666667
63,5.7,238,303,167,67,2,1,43756.9404166667
48,11.3,144,425,200,489,1,1,36727.2
82,3,147,399,149,519,3,3,95699.96
50,6.9,240,523,202,268,3,2,43518.6
64,9.1,151,526,171,329,2,2,32603.6604166667
86,3.2,175,412,198,1177,4,3,103092.3425
71,7.8,219,434,166,559,1,3,46576.82
27,4.1,150,451,169,310,4,1,52185.5508928571
110,13.7,154,539,151,256,5,2,48471.2083333333
42,10.1,57,215,231,850,1,2,34788.8041666667
43,7.5,63,242,169,287,3,3,30669.7300595238
94,7.8,146,284,194,857,4,1,49560.1225
94,7.8,126,335,214,418,3,1,51938.485
57,3.4,196,449,216,689,3,2,65334.125
50,4.6,179,433,168,708,3,1,55777.8744047619
69,6.3,157,392,211,596,5,2,54142.5
48,11.6,200,220,170,643,4,3,36280.7
81,6.2,205,405,160,474,4,2,57881.7141666667
86,11.1,192,315,129,949,5,3,49264.1875
104,4.5,206,160,187,690,5,2,77288.87
58,0.5,180,509,171,1031,3,3,91640.0755952381
79,5.6,140,294,222,6,3,1,63055.335
30,5.2,213,301,166,64,4,3,36501.12
131,3.1,162,513,163,367,2,1,99778.6375
84,9.1,236,502,178,325,3,2,54202.4425
66,3.7,106,275,221,722,2,3,70740.785
75,7.8,165,492,165,752,3,2,41363.7666666667
58,6.8,206,470,190,362,1,1,45297.7483333333
44,7.4,232,156,182,216,2,1,38611.425
55,3.7,232,246,227,763,4,3,63617.1025
57,9.1,108,153,148,456,4,3,31392.7130952381
10,6.5,252,436,162,182,5,3,42164.60125
114,4.7,245,459,198,758,2,1,74002.8675
42,8.2,150,328,234,449,2,1,38486.75625
94,5.2,147,543,160,609,2,2,59890.02375
58,8.3,160,225,173,940,1,3,36344.2305357143
66,7.3,187,405,181,535,5,3,42944.15
62,5.8,175,255,214,298,5,2,43871.4125
15,12,256,321,184,326,4,2,43388.185
72,9,125,458,180,1002,2,2,42320.7325
10,6.3,131,316,231,547,5,3,38705.890625
92,6.2,148,276,185,275,2,2,59977.135
135,13.5,142,212,226,467,5,2,54514.0525
45,8,136,392,134,648,5,3,33420.2983630952
53,8.9,140,313,186,652,5,2,36941.8625
64,7.9,160,620,197,575,4,1,41797.4833333333
72,5.2,235,275,208,579,2,1,65200.71
59,11.2,261,515,182,518,1,1,46804.16
61,6.3,137,503,249,333,3,3,48646.1716666667
63,7.7,159,403,214,512,4,1,41972.4083333333
67,6.6,262,495,173,179,3,2,63491.1225
82,6,110,457,181,1113,2,3,56242.1975
18,5.5,181,476,217,596,2,2,42545.3725
147,6.6,189,219,205,169,5,3,61498.5
62,11.6,174,650,155,392,2,1,31194.6020833333
41,7.4,248,516,198,416,3,3,50381.3525
26,5.9,255,371,215,412,4,3,53748.1425
91,6.4,172,421,288,344,1,3,62775.5575
69,8.1,216,327,184,627,4,3,48982.12
49,8.6,172,498,255,419,2,2,42660.745
66,9.1,151,459,200,526,2,2,43747.9325
94,4.7,172,257,199,389,4,1,63695.4825
91,6.8,193,549,148,702,5,1,55562.9958333333
53,1.9,230,294,178,467,1,1,92781.465
111,9,127,457,196,218,3,1,52094.2725
80,4.4,233,448,175,398,1,3,72406.0725
66,6.3,254,389,215,247,2,3,69713.9375
77,8.3,159,384,169,552,2,3,40984.0666666667
58,8.5,201,228,162,398,5,1,30915.4183333333
12,1.2,186,555,171,766,4,1,87966.285
62,5.8,179,332,142,607,2,3,42750.6597619048
39,10.4,169,186,200,788,3,3,35830.175
97,3.9,183,324,186,589,5,2,72108.5
62,10.1,253,285,160,414,3,1,42931.265
59,10,196,307,198,1400,3,3,39804.5125
118,2.4,77,157,197,539,3,2,107382.735
78,11.1,189,245,180,644,3,1,47927.6525
52,8.8,214,512,185,620,5,2,40859.2625
69,7,186,361,167,233,3,2,43638.925
78,9.8,121,461,248,440,5,2,46987.425
90,12.6,242,615,145,340,3,2,54971.39375
78,5.9,175,136,181,805,3,3,55980.595
44,9.2,212,356,140,274,5,2,30961.5572916667
53,7.8,150,548,248,872,3,3,42614.2575
66,4.1,108,339,174,531,2,3,65797.5875
54,10.7,84,387,188,177,4,1,36427.7375
113,4.9,162,306,180,425,2,3,63759.0125
29,6.4,205,358,217,696,4,3,43503.1325
58,8,160,113,186,357,1,3,38105.8375
35,5,198,403,183,772,5,3,40619.975
83,9.5,186,361,190,206,2,3,51512.1225
51,9.6,233,231,167,426,2,3,32897.0166666667
25,1.5,203,186,196,421,4,2,91881.925
118,4.9,176,549,211,414,5,3,66541.6875
48,3,145,461,191,368,2,1,89887.1616666667
95,5.3,162,274,129,159,3,3,58757.0675
118,4.2,261,329,181,536,1,2,85330.4675
60,7.2,179,552,233,485,2,2,41715
35,7,204,189,181,433,2,1,34189.305
32,10.7,172,544,198,220,5,1,35464.9525
124,7.5,181,451,179,412,2,2,48261.055
64,4.7,185,238,179,639,1,2,47507.9966666667
69,6.2,241,479,163,545,2,3,61495.6341666667
18,9.1,250,307,220,311,1,2,47161.45
116,5,214,369,197,201,1,2,67981.4175
66,5.2,68,193,196,266,5,3,51467.7875
126,10.5,249,400,207,755,5,2,64634.565
56,8.7,224,565,171,834,4,2,37892.1773809524
31,9.3,123,316,180,846,5,1,30821.0875
16,6.2,159,316,197,782,5,2,38105.45
8,6,244,239,223,826,4,1,44578.4875
44,3.5,201,213,206,218,1,2,63618.0875
49,7.2,161,462,162,359,2,3,31747.5121428571
88,8.4,290,244,133,881,2,1,62497.2679166667
68,3.5,202,240,200,516,1,2,71055.89
15,5.4,197,292,121,99,1,3,34745.7375
129,6.7,211,102,214,341,2,3,66169.05
33,10.2,148,362,156,513,2,1,28411.7414583333
95,11,179,382,190,615,4,1,48126.975
76,12.7,163,138,212,444,1,1,51908.335
12,4,222,284,164,510,4,3,54581.185952381
74,10.3,163,303,177,346,1,2,45561.2625
102,5,209,383,173,735,2,2,65272.6525
83,5.4,216,208,158,490,4,2,60744.57
61,9.2,146,349,166,390,4,1,29236.5908630952
62,10.2,236,590,213,951,3,2,41879.0575
31,4.9,73,247,152,832,5,1,33429.0864583333
96,12.1,120,145,166,466,4,3,47805.031875
92,11.5,198,477,246,487,1,3,54890.87
79,4.1,207,470,241,480,5,3,72808.4175
74,9.1,166,198,172,260,2,1,45887.3
98,7.3,266,298,220,575,4,1,67641.055
59,6.3,208,283,209,485,2,2,45776.245
98,12,129,441,181,280,1,1,48703.0025
35,3,117,375,188,797,3,1,92086.51
110,13.3,209,430,218,650,5,3,54449.4275
34,7.9,184,259,170,594,1,3,31681.9466666667
16,14.7,210,327,211,412,4,1,36622.07
79,10.6,257,349,197,342,5,1,59795.2225
59,4.3,200,504,154,358,1,1,56441.1963095238
89,8.7,244,349,197,319,5,1,58218.7425
85,5.1,206,431,221,625,4,1,65443.73
75,12.8,195,342,200,422,2,1,49999.925
51,6.3,189,159,218,775,3,1,45438.2325
71,6.6,139,402,165,269,4,2,53932.99375
46,9.3,198,427,119,485,4,2,34799.4270833333
42,11.2,135,436,225,273,2,3,34895.7625
125,11.2,156,330,160,838,4,3,48104.66375
118,6.5,278,308,197,327,1,1,74234.9475
65,2.3,192,460,154,46,5,3,85056.3
27,13.3,185,362,215,591,2,1,37849.3925
79,8,131,235,180,368,1,2,46322.9825
14,3,139,405,209,375,2,1,90897.265
70,13.3,118,308,188,146,2,3,50095.4325
72,5.7,148,338,197,565,3,2,54976.6025
88,9.3,224,303,189,643,3,2,54890.4075
75,3.7,173,417,149,714,4,2,63027.2775
67,5.3,92,247,192,559,5,3,50589.7625
72,7.7,180,231,197,339,4,3,48432.0075
81,10.3,151,305,165,489,2,2,45042.461875
90,5.3,214,414,192,772,2,3,61987.2175
40,9.8,193,261,237,596,5,2,39329.835
85,6.3,231,240,235,831,5,1,63476.1625
52,8.4,236,428,182,439,3,2,39991.5291666667
78,11,224,512,227,389,4,2,55748.9925
105,5.3,165,254,133,315,3,2,61842.8941666667
108,5,197,706,174,509,4,2,67597.7325
50,7.4,235,425,126,688,3,3,37662.5166666667
51,9.3,155,312,196,572,1,1,38615.825
47,1.6,184,242,168,657,1,1,90959.4841666667
96,10.2,128,535,139,204,3,2,46458.56
116,10.7,239,241,164,402,2,3,55451.43
107,0.7,176,387,218,325,2,1,110635.475
87,12.2,147,284,178,569,1,3,47313.67375
41,5.1,197,548,204,610,5,3,45456.9
56,2,113,392,187,124,3,2,90420.385
122,11.6,189,357,182,706,2,3,51125.35
66,7.4,150,448,158,664,3,2,40513.64375
67,9.3,181,296,194,627,5,2,44232.55
89,9.6,198,379,203,783,3,2,51746.425
75,5.5,239,279,180,440,2,3,62194.0775
61,6.6,212,430,196,263,5,2,43566.625
52,5.4,248,124,200,822,5,2,53036.0225
117,1.7,111,283,192,169,1,1,107693.035
